Product_ID,productAsin,country,Column2,date,Year,isVerified,Review_ID,ratingScore,reviewTitle,Most Pop. Review Words,Count of  Pop. Review Words2,reviewDescription,reviewUrl,reviewedIn,variant,2,l,
1880,B0BN72MLT2,United States,Jun-24,6/7/2024,2024,TRUE,1880,1,iPhone temperature warning but not hot,,,“Temperature iPhone needs to cool down before you can use it.“ Keeps popping up and phone is not hot but cool,"https://www.amazon.com/gp/customer-reviews/R13HAOKQ0YKCGN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on July 6, 2024",Service Provider, UnlockedColor, MidnightSize, 256GB
1881,B0BN72MLT2,United States,Jul-23,27-07-2023,2023,TRUE,1881,1,Battery,,,Phone is great and clean but the battery drains faster than I expected even though the battery health shows 100. It is very disappointing because I hate worrying that my phone will be off or that I have to charge it every often.,"https://www.amazon.com/gp/customer-reviews/R3B8D4P61X9DMK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on July 27, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1882,B0BN72MLT2,United States,Jul-23,19-07-2023,2023,TRUE,1882,1,Doesn’t work,,,"I got it yesterday, and requested a refund immediately, as you can see in the pictures screen is not working, Amazon approved my return I’m waiting on the seller to send me the label","https://www.amazon.com/gp/customer-reviews/R164H4D8RH76NQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on July 19, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1883,B0BN72MLT2,United States,Jan-23,16-01-2023,2023,TRUE,1883,1,Didn’t work,,,Phone was not unlocked like stated. Was said to be a generic iPhone. Wouldn’t work with my carrier service. Had to send it back.,"https://www.amazon.com/gp/customer-reviews/RWRW3WY4D0V1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on January 16, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1884,B0BN72MLT2,United States,Nov-23,29-11-2023,2023,TRUE,1884,1,can this situation call excellent?,,,can this situation call excellent?,"https://www.amazon.com/gp/customer-reviews/R68836DNDQA7J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on November 29, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1885,B0BN72MLT2,United States,Oct-23,22-10-2023,2023,FALSE,1885,4,Worked like new,,,Appearance Quality,"https://www.amazon.com/gp/customer-reviews/R3DCN0CWN3HKWP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on October 22, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1886,B0BN72MLT2,United States,Jan-23,19-01-2023,2023,FALSE,1886,2,Not worth the money,,,"I’ve had this phone for about 2 months and it has been getting worse since I’ve got it. My camera app is completely glitched and won’t let me take any photos, it randomly cuts my sound off, it doesn’t tell me when I get text messages, and it randomly powers off for no reason. I’ve never had a phone be this difficult, I hope they fix it idk it might just be a bug but it is the most frustrating experience for meedit: these phones are horrible, actually the worst phones I’ve ever had. if you wanna buy an iPhone buy models 12 and below cause the new ones are horrendous","https://www.amazon.com/gp/customer-reviews/R6L6X5XVYXWEQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on January 19, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1887,B0BN72MLT2,United States,Dec-23,12/1/2023,2023,TRUE,1887,5,"iPhone 14 unlocked , worth it!",,,After reading a review that it wasn’t an unlocked phone and not to buy I freaked ! Once mine came in I was able to set it up with no issues at all in less than 20 minutes. Definitely worth it !,"https://www.amazon.com/gp/customer-reviews/RBKAT9F5BDK4Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on January 12, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1888,B0BN72MLT2,United States,Oct-23,10/4/2023,2023,TRUE,1888,5,I recommend it,,,"I've been using my phone for 5 days and 0 problems, all works perfectly, and it looks like a brand new","https://www.amazon.com/gp/customer-reviews/R7TH9NQVJ8HFH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on April 10, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1889,B0BN72MLT2,United States,Jun-23,26-06-2023,2023,TRUE,1889,5,iPhone 14,,,"Llego en perfectas condiciones sin ningún rasguño, buen empacado y funcionando bien, lo que me gusto fue su memoria de 256gb . Estupendo!","https://www.amazon.com/gp/customer-reviews/R3N2WV35A4JFE8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on June 26, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1890,B0BN72MLT2,United States,Jun-23,23-06-2023,2023,TRUE,1890,5,Good product,,,"I love it!!! It’s like new, everything works in perfection. Without scratchesI recomended","https://www.amazon.com/gp/customer-reviews/RX2RQ8WP8SDD1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on June 23, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1891,B0BN72MLT2,United States,Mar-23,31-03-2023,2023,TRUE,1891,5,Great purchase,,,Phone showed up like new. The transfer from the old SIM phone was seamless. Love the new phone. No problems to report.,"https://www.amazon.com/gp/customer-reviews/R3E1WAH6ZK28J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on March 31, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1892,B0BN72MLT2,United States,Feb-23,25-02-2023,2023,TRUE,1892,5,Beautiful and works as expected,,,"The phone arrived promptly, looks like new. Came with a charger as well. I am super happy with this purchase","https://www.amazon.com/gp/customer-reviews/RCBU79HT6KX63/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on February 25, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1893,B0BN72MLT2,United States,Aug-24,8/6/2024,2024,TRUE,1893,1,Malo ( y lo escribo en español),,,"Llegó tarde, rayado y con la batería mala, deberían poner fotos reales de los teléfonos disponibles para no caer en este engaño…","https://www.amazon.com/gp/customer-reviews/RT2U392HVB9A1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on June 8, 2024",Service Provider, UnlockedColor, MidnightSize, 256GB
1894,B0BN72MLT2,United States,Oct-23,21-10-2023,2023,TRUE,1894,1,Buyers beware!,,,"This phone came with a defect with the camera. Apple identified the camera as unknown, they were scratches too. I thought I could go ahead to use the phone considering the price, suddenly the camera stops working. I send the phone back to the seller, hoping for a refund.Sadly, I am being refunded part payment with a restocking fee deduction for an item I did not damage. I am being refunded not up to half of what I originally paid for. I would not recommend the seller to anyone. Buyers beware!","https://www.amazon.com/gp/customer-reviews/R1CD3YQVPV7GO9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on October 21, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1895,B0BN72MLT2,United States,Aug-24,8/2/2024,2024,TRUE,1895,1,"Not ""Excellent""",,,"Battery health is subpar (88%) and multiple scratches on an Iphone this seller rated as being in ""excellent"" condition. Communication was not good on the sellers end and would not answer my question as to the condition of the battery prior to shipping. When you buy an Iphone on Amazon you take a risk. I should have known this was a mistake to buy something like this on Amazon.","https://www.amazon.com/gp/customer-reviews/RM7ZNFHBY8ZAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on February 8, 2024",Service Provider, UnlockedColor, MidnightSize, 256GB
1896,B0BN72MLT2,United States,Oct-23,10/6/2023,2023,TRUE,1896,5,iPhone 14,,,A+,"https://www.amazon.com/gp/customer-reviews/R2LLF69M343WFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on June 10, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1897,B0BN72MLT2,United States,May-23,21-05-2023,2023,TRUE,1897,5,Excelente,,,Excelente,"https://www.amazon.com/gp/customer-reviews/R1XQO3IF4WTTM1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on May 21, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1898,B0BN72MLT2,United States,Dec-23,26-12-2023,2023,TRUE,1898,1,So disappointed.....sad Christmas,,,"The phone arrived timely, but continually and spontaneously turns off!  Battery feels hot to the touch. Product will be going back tomorrow! I have a very disappointed child, as this was his main gift, and it is not working correctly.","https://www.amazon.com/gp/customer-reviews/R1PWP1BRBRCIAN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on December 26, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1899,B0BN72MLT2,United States,May-23,5/1/2023,2023,TRUE,1899,1,Not worth getting!,,,You will not be able to activate any carriers on this phone. I’ve spent hours trying to get it to transfer my Esim and it would not let for any reason; even after I took it to my carrier store or to a tech support. They said that the phone is locked and no carriers will be accepted.,"https://www.amazon.com/gp/customer-reviews/R39MSZ8BHWT3R4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on January 5, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1900,B0BN72MLT2,United States,May-23,5/7/2023,2023,TRUE,1900,1,Phone was not unlocked,,,"I called apple, Amazon, the company that sold the phone, my service provider, and NO ONE could get the phone ""unlocked"" will not waste my time again, a total of about 1 week, buying a refurbish from this company","https://www.amazon.com/gp/customer-reviews/R2P6BPGRI3Y32V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=iPhone 14, 256GB, Midnight","Reviewed in the United States on July 5, 2023",Service Provider, UnlockedColor, MidnightSize, 256GB
1901,B0BN72MLT2,United States,Jul-24,7/1/2024,2024,TRUE,1901,3,MUST READ phone locked. Perfect con. But wrong color,,,"I ordered purple iPhone 14. I got a white iPhone 14. It is in perfect condition so far. The battery was only at 65%, but seems to be ok this phone is LOCKED I called my provider know one knows much about the eSIM. Overall I do wish I would have looked at the overall review most of these phone seem to be locked. The phone looks brand new. You are taking a gamble. If I could activate the phone I wouldn’t care that it’s white. They took the time to clean everything. I have not seen any scratch or sent everything else works great other then I can’t call anyone I can sign into iCloud that’s it this can not be activated and it’s Saturday so can’t talk to anyone. GOOD LUCK to ALL I think I would rather stick with the old school SIM card.",https://www.amazon.com/gp/customer-reviews/R2JM6UC6OMR12J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6Z5GN5,"Reviewed in the United States on January 7, 2024",Service Provider, VerizonColor, PurpleSize, 128GB
1902,B0BN72MLT2,United States,Oct-23,10/10/2023,2023,TRUE,1902,4,A nice upgrade from the XR,,,So to start off with my phone did come a day early. I like the fact that I had to sign for my package making sure that it was a secure delivery. Set up was a little bit difficult but overall easy. I will know that if you are switching to a physical Sim card to an Esims cards you will have to call your provider or go to the store to get that situated. Other than that there were no scratches or any other issues uploading information.,https://www.amazon.com/gp/customer-reviews/RWR4SHCR20ZO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6Z5GN5,"Reviewed in the United States on October 10, 2023",Service Provider, VerizonColor, PurpleSize, 128GB
1903,B0BN72MLT2,United States,Oct-23,14-10-2023,2023,TRUE,1903,3,Did not receive the adapter,,,"The phone works great, but I was disappointed when opening the box because I did not receive the charger block that plugs into the wall. Previously, I ordered another phone for my husband and he did receive the charger block. However, mines did not come with one. I would like to request that I receive the charger block that plugs into the outlet.",https://www.amazon.com/gp/customer-reviews/R114W9LMSES1MV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6Z5GN5,"Reviewed in the United States on October 14, 2023",Service Provider, VerizonColor, PurpleSize, 128GB
1904,B0BN72MLT2,United States,Apr-24,27-04-2024,2024,TRUE,1904,1,Scam - phone not able to be activated,,,Beautiful phone but unable to activate. Verizon said the phone was flagged in their system for account non-payment. They will never activate it until the prior account holder pays the balance. Amazon renewed program and seller never should have resold the phone. I’m livid.,https://www.amazon.com/gp/customer-reviews/R17DVRUDFIY4HZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6Z5GN5,"Reviewed in the United States on April 27, 2024",Service Provider, VerizonColor, PurpleSize, 128GB
1905,B0BN72MLT2,United States,Jul-24,7/2/2024,2024,TRUE,1905,1,Locked with Verizon,,,Bought the iPhone 14 for Verizon. Went to set it up with Verizon with the IMEI and it says the device is locked and to contact the previous carrier. So basically a dud of a phone. Returning it and disappointed.,https://www.amazon.com/gp/customer-reviews/RFQJLFSJMZV2A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6Z5GN5,"Reviewed in the United States on February 7, 2024",Service Provider, VerizonColor, PurpleSize, 128GB
1906,B0BN72MLT2,United States,Jun-24,6/7/2024,2024,TRUE,1906,5,Less then 2 months old according to Apple,,,Still had the celephane on front of phone.  Contacted Apple to copy old phone over.  The rep said it qualified for Apple if I choose to do so.  I elected to get the Apple Care for $ 149 for 2 yrs. of warranty.  I figure someone bought this phone and changed their mind.,https://www.amazon.com/gp/customer-reviews/RA869J3TOCZTO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 6, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1907,B0BN72MLT2,United States,Jul-24,7/8/2024,2024,TRUE,1907,5,No problems,,,No problems,https://www.amazon.com/gp/customer-reviews/R390UG83O7MOSX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 7, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1908,B0BN72MLT2,United States,Jul-24,25-07-2024,2024,TRUE,1908,5,Very Satisfied!,,,Bought this Renewed IPhone to replace my older IPhone.  Works like new and battery life is much improved.  Happy with purchase!,https://www.amazon.com/gp/customer-reviews/R3UC36SSOFKS76/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 25, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1909,B0BN72MLT2,United States,Mar-24,3/8/2024,2024,TRUE,1909,5,I am happy with my phone,,,It arrived in perfect condition. I am happy with the purchase.,https://www.amazon.com/gp/customer-reviews/R3DD7GUHKUH93G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 3, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1910,B0BN72MLT2,United States,Aug-24,21-08-2024,2024,TRUE,1910,3,Good,,,The back camera and flashlight didn’t even work and the battery health is at 89,https://www.amazon.com/gp/customer-reviews/R36IH111JBXVHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 21, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1911,B0BN72MLT2,United States,Jul-24,19-07-2024,2024,TRUE,1911,3,Excellent but doesn’t have SIM card slot as advertised on the details page,,,"This iPhone doesn’t the SIM slot and the seller advertises on the page as it does. Luckily my carrier has the eSIM technology, otherwise it would have been a waste of money!",https://www.amazon.com/gp/customer-reviews/R1VB63PBD6EIH6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 19, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1912,B0BN72MLT2,United States,Jul-24,30-07-2024,2024,TRUE,1912,5,Perfect,,,"The phone was almost perfect, no scratches, and the touch screen was pretty good as well the battery life",https://www.amazon.com/gp/customer-reviews/R1WM57X7ZDOOHO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 30, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1913,B0BN72MLT2,United States,Mar-24,30-03-2024,2024,TRUE,1913,4,Great condition,,,Great condition.Just a few scratches on the edges and the speaker is low when it rings.Battery life is 90%FULLY UNLOCKED as stated.Very nice overall. Pleased with the purchase.,https://www.amazon.com/gp/customer-reviews/RHQ8JPCLJOO9I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on March 30, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1914,B0BN72MLT2,United States,Mar-24,3/6/2024,2024,TRUE,1914,5,Great refurbished phone,,,Wasn't sure what condition my refurbished iPhone 14 would arrive it.  It looked brand new except the max battery was only 90%.  They guaranteed 80% or above.  Transfering data was good.  I had to visit Xfinity to activate the phone.  None of my passwords seemed to have been transferred from my old iPhone.The only remaining issue is getting the phone connected to my car to charge.  The car may not put out enough power.,https://www.amazon.com/gp/customer-reviews/R14R20CR07VH4A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on June 3, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1915,B0BN72MLT2,United States,Jul-24,20-07-2024,2024,TRUE,1915,5,Customer satisfied satisfaction,,,I really like my i14 I use it all the time.It is user friendly and reliable.Thankyou,https://www.amazon.com/gp/customer-reviews/R13V5M5OOUWHUW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 20, 2024",Service Provider, UnlockedColor, MidnightSize, 128GB
1916,B0BN72MLT2,United States,May-24,21-05-2024,2024,TRUE,1916,4,Good value,,,Phone showed up in good condition no scratches or blemishes have not had any issues yet .,https://www.amazon.com/gp/customer-reviews/R1NUNY16AVLRVY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72C4GY,"Reviewed in the United States on May 21, 2024",Service Provider, AT&TColor, StarlightSize, 128GB
1917,B0BN72MLT2,United States,Mar-24,21-03-2024,2024,TRUE,1917,5,I was so skeptical,,,"They made a believer out of me. I thought there’s no way and I spend the money and honest to God, y’all… im writing this review on the phone, its been months… she holds a charge so well and i will forever buy phones from amazon. This is so so so worth it. I transferred everything from my actual SIM card to my eSIM by myself and I’m not tech savvy, it’s so easy. So so so easy. Do yourself a favor and save your damn money and buy this phone",https://www.amazon.com/gp/customer-reviews/R1H9KPQJZLSDR7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72C4GY,"Reviewed in the United States on March 21, 2024",Service Provider, AT&TColor, StarlightSize, 128GB
1918,B0BN72MLT2,United States,Jun-24,19-06-2024,2024,TRUE,1918,5,AS IS DESCRIBED,,,IT LOOKS AND FEELS AUTHENTICO!  ITS GOOD TO BUY,https://www.amazon.com/gp/customer-reviews/R29GNZCY26N7C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72C4GY,"Reviewed in the United States on June 19, 2024",Service Provider, AT&TColor, StarlightSize, 128GB
1919,B0BN72MLT2,United States,Mar-24,3/8/2024,2024,TRUE,1919,1,Very terrible,,,The speakers are full of what looks like food of some sort cannot hear the noise is very quiet on phone not worth 500$,https://www.amazon.com/gp/customer-reviews/RDS7GGONEO64G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72C4GY,"Reviewed in the United States on August 3, 2024",Service Provider, AT&TColor, StarlightSize, 128GB
1920,B0BN72MLT2,United States,Mar-24,3/4/2024,2024,TRUE,1920,5,"My Cut off Button does not work as it on March 6, 2024.  Otherwise I love the  i(14) Phone",,,My cut on/off button does not work as it did on 03/06/2024,https://www.amazon.com/gp/customer-reviews/RGO72S3L4C9PN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN724GZW,"Reviewed in the United States on April 3, 2024",Service Provider, VerizonColor, StarlightSize, 128GB
1921,B0BN72MLT2,United States,Sep-23,30-09-2023,2023,TRUE,1921,5,So glad I purchased this!,,,Perfect condition! I’ll never pay full price for a phone again,https://www.amazon.com/gp/customer-reviews/R1O2IK0C564DVA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN724GZW,"Reviewed in the United States on September 30, 2023",Service Provider, VerizonColor, StarlightSize, 128GB
1922,B0BN72MLT2,United States,Mar-24,3/1/2024,2024,TRUE,1922,1,Buyer beware: iPhone 14 was unpaid/locked carrier wouldn’t unlock,,,"Spent several hours dealing with this on a $600 iPhone trying to get unlocked by Verizon. Also, a couple trips to the carrier store. It was a gift for my wife. Apparently the seller doesn’t check status of refurbished phones they sell. This one had a unpaid balance so the carrier locks it. And I wouldn’t have left a bad review in the first place if the seller would respond to (2) voicemails and an email. Sent back 12/28 and still no refund or communication 1/3/24. Buyer beware.",https://www.amazon.com/gp/customer-reviews/R3R8LDGWW2C47E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN724GZW,"Reviewed in the United States on January 3, 2024",Service Provider, VerizonColor, StarlightSize, 128GB
1923,B0BN72MLT2,United States,Aug-24,29-08-2024,2024,TRUE,1923,5,Nice phone!,,,A nice phone. No dent or any mark with it. 100% battery health.,https://www.amazon.com/gp/customer-reviews/RUU1IBQ6IINLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on August 29, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1924,B0BN72MLT2,United States,Nov-23,20-11-2023,2023,TRUE,1924,4,"I think many would be satisfied, but I wish it was better.",,,"Keep in mind that this is my first time buying a refurbished or ""renewed"" item ever. As such, I wanted to buy the a phone in the best condition possible, because buying refurbished for me is more about morality than price. I just also want my phone to look nice.The phone was clear of scratches on the actual screen, but the outer shell had scrapes along the bottom and sides. There also seemed to be a scratch or scrape around the camera, but everything appeared to be in working order. The battery was 100% so I can't complain about that. For me, I just felt if I was paying so much money I want the product to look the best it can on the exterior as well. The return was easy. The seller does NOT do exchanges. They were very professional. If you don't mind a few scratches for the price, then I think you'll be satisfied. Might not be for me, but it is for somebody.",https://www.amazon.com/gp/customer-reviews/RCBRO5NHYC6EC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on November 20, 2023",Service Provider, AT&TColor, PurpleSize, 128GB
1925,B0BN72MLT2,United States,Aug-24,8/8/2024,2024,TRUE,1925,1,NOT AS ADVERTISED,,,"Do NOT purchase from this seller.  Falsely advertising as Apple products but they are not. I paid over 400$ for a phone that worked less than 6 months.  Battery will not charge at all and phone will not power on.  Took it to the local Apple Store yesterday and they informed me that it is not an Apple product and they will nit repair it or replace battery, even if I paid them for it.  No Apple certified repair place will touch it because it is not an Apple product.  CONSUMER BEWAIRE.  Falsely advertised and huge waste of money.  Will be opening fraud case if not resolved.",https://www.amazon.com/gp/customer-reviews/R3423VDNWSZZGS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on August 8, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1926,B0BN72MLT2,United States,Jan-24,13-01-2024,2024,TRUE,1926,5,Just a couple minor blemishes,,,"Great looking iPhone 14, it also shipped really fast can’t thank  everyone enough that was involved getting that phone shipped,  worked out great",https://www.amazon.com/gp/customer-reviews/R2AB058W7QWFUP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on January 13, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1927,B0BN72MLT2,United States,Nov-23,29-11-2023,2023,TRUE,1927,5,Perfect!,,,The phone looked and worked like brand new. Happy with my purchase!,https://www.amazon.com/gp/customer-reviews/R351VTTEUAQMLN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on November 29, 2023",Service Provider, AT&TColor, PurpleSize, 128GB
1928,B0BN72MLT2,United States,Nov-24,11/6/2024,2024,TRUE,1928,1,Does not work,,,"I bought this iPhone to be used with AT&T but it is locked as Verizon only. I tried to contact the seller to get an exchange but they will not allow that despite the same item being listed for sell, although at a higher price now. I would not recommend buying from this seller.",https://www.amazon.com/gp/customer-reviews/R39U9YK3UDQOE5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on June 11, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1929,B0BN72MLT2,United States,May-24,24-05-2024,2024,TRUE,1929,1,A Payment Plan from a Phone Bought in Full,,,"I got this phone expecting no problems due to it's high reviews. After I set it up, I got a text saying it was on a payment plan and was shutting off. Although it didn't shut off, I bought the phone in full and the previous phone had no payment plan. This was very upsetting and disappointing from this company.",https://www.amazon.com/gp/customer-reviews/R2RM2TTNCKV61R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on May 24, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1930,B0BN72MLT2,United States,Feb-24,24-02-2024,2024,TRUE,1930,1,Buyer Beware,,,"Phone looked great and worked at first. But after 1 month my carrier locked it for being stolen. The error was corrected, but continued to happen each month. I’m now returning the phone. I’m very disappointed.*Update: I returned the phone in the original package. The seller claims I did not return the correct phone and I will not receive a refund.",https://www.amazon.com/gp/customer-reviews/R5OBYVQKTDDLK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on February 24, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1931,B0BN72MLT2,United States,Dec-24,12/4/2024,2024,TRUE,1931,1,Phone reported as stolen,,,"Phone arrived today, in great condition. Contacted AT&T cause I was having issues transferring data to the new phone only to find out phone is locked due to being stolen.",https://www.amazon.com/gp/customer-reviews/R4O349C88QT8B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on April 12, 2024",Service Provider, AT&TColor, PurpleSize, 128GB
1932,B0BN72MLT2,United States,Nov-23,25-11-2023,2023,TRUE,1932,1,No stars - was a stolen phone!,,,"After many attempts to connect this phone when it arrived, I got an email from ATT saying they have blocked my new phone for attempting to connect a stolen device!  They also blocked all of my internet to all of my devices!  I was able to return it for a refund. Sure hope they haven’t tried to resell it!!",https://www.amazon.com/gp/customer-reviews/R3P44F8KHSBDHF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN721X22,"Reviewed in the United States on November 25, 2023",Service Provider, AT&TColor, PurpleSize, 128GB
1933,B0BN72MLT2,United States,Sep-24,9/9/2024,2024,TRUE,1933,5,Great product.  I was super worried when I bought this!  It is great for half the price of new!,,,"First I ran over, then buried, my old iPhone 13 with my backhoe tractor while removing a stump about 5 feet deep.  My wife had to call my old phone and make it ring until I could unbury it and find it. When I did, it was basically shattered with the front and back glass shattered. TO repair it (replace the glass by ubreakifix or iPhone doctors, it was going to cost me about $600.  So, I took a chance and decided to buy this online through amazon. IT IS PEFECT!  No defects, no issues, no problems and I have had it for about 3 months now.  Easy transfer from my old phone to this, everything sinked up, easy peasy!  If you're looking for a phone, for half the price, this is it!",https://www.amazon.com/gp/customer-reviews/R27TYN7U1OXV2E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71VW28,"Reviewed in the United States on September 9, 2024",Service Provider, UnlockedColor, PurpleSize, 128GB
